palavra,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QE14,QE15,QE16,QE17,QE18,Total,NOVO
points,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preserved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preserves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preserving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qualities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
questioned,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
questioning,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
questions,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
recruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recruited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recruiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recruits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
referenced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
references,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
referencing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflecting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roomed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rooming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ruled,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rules,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ruling,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
send,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sending,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sends,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sent,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
spreadsheet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
spreadsheets,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stayed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
termed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
text,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
texts,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
title,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
titled,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
titles,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
titling,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
topic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
topics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wastes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
writes,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
writing,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
written,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
wrote,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calculate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
calculated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
calculates,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
calculating,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
compared,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
compares,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
comparing,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
custom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
customs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
display,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
displayed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
displaying,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
displays,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
expertise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
expertised,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
expertises,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
expertising,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matched,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matches,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matching,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
node,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
nodes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
outcome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
outcomes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overwrite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
overwrites,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
overwriting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
overwritten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
overwrote,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
protect,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
protected,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
protecting,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
protects,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
reuse,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
reused,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
reuses,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
reusing,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schema,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
schemata,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
software,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
softwares,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
stakeholder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stakeholders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
testings,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
visited,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
visiting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
visits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
preview,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
previewed,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
previewing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
previews,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
abilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agreed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agreeing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
approval,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
approvals,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
behalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
branded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
branding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
breaking,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
breaks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
broke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
broken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
browse,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
browsed,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
browses,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
browsing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
clutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluttered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluttering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clutters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conduct,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
conducted,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
conducting,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
conducts,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
contact,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
contacted,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
contacting,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
contacts,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
copied,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
copies,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
copy,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
copying,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
correct,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
corrected,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
correcting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
corrects,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
depend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
depended,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
depending,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
depends,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
engage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
engaged,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
engages,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
engaging,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enroll,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
enrolled,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
enrolling,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
enrolls,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
facilitate,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
facilitated,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
facilitates,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
facilitating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
failed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
failing,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fails,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
feedback,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
feedbacks,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
fulfil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulfilled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulfilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulfils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indicates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indicating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inform,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
informed,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
informing,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
informs,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
intend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invite,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
invited,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
invites,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
inviting,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
log,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
logged,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
logging,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
logs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mediums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
meeting,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
meets,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
met,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
photoed,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
photoing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
photos,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
picture,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pictured,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pictures,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
picturing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
present,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
presented,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
presenting,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
presents,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
put,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
puts,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
putting,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stopped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stopping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summaries,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
summary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
technologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usefulness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usefulnesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
want,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wanted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wanting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trainee,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trainees,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trust,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
trusted,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
trusting,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
trusts,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
coordinator,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
coordinators,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
editors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
export,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
exported,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
exporting,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
exports,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
lifecycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
likes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manager,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
managers,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
need,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
policies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
build,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
building,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
builds,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
built,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
clear,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
cleared,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
clearing,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
clears,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
authenticate,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
authenticated,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
authenticates,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
authenticating,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
credential,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
credentialed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
credentialing,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
credentials,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
customer,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
